ID	name	raw	element	eleValue	elementTwo	eleValueTwo	affinity	sharpness	sharpOne	sharpTwo
613	Pincher Axe Lv. 5	140	Water	14	(No Element)	0	10	Green	Blue	Blue
614	Pincher Axe Lv. 6	150	Water	15	(No Element)	0	10	Blue	Blue	Blue
615	Pincher Axe Lv. 7	160	Water	16	(No Element)	0	10	Blue	Blue	White
616	Pincher Axe Lv. 8	170	Water	17	(No Element)	0	10	Blue	Blue	White
617	Pincher Axe Lv. 9	180	Water	18	(No Element)	0	10	Blue	White	White
618	Stonefist Axe Lv. 10	190	Water	20	(No Element)	0	10	Blue	White	White
619	Stonefist Axe Lv. 11	210	Water	22	(No Element)	0	10	Blue	White	White
620	Stonefist Axe Lv. 12	230	Water	23	(No Element)	0	10	Blue	White	White
621	Stonefist Axe Lv. 13	300	Water	24	(No Element)	0	10	Blue	White	White
622	Stonefist Axe Lv. 14	320	Water	25	(No Element)	0	10	Blue	White	Purple
623	Stonefist Gigantaxe Lv. 15	340	Water	26	(No Element)	0	10	Blue	White	Purple
624	Royal Axe Lv. 1	80	Poison	25	(No Element)	0	5	Green	Green	Green
625	Royal Axe Lv. 2	100	Poison	26	(No Element)	0	5	Green	Green	Blue
626	Royal Axe Lv. 3	110	Poison	27	(No Element)	0	5	Green	Blue	Blue
627	Royal Axe Lv. 4	120	Poison	28	(No Element)	0	10	Blue	Blue	Blue
628	Royal Axe Lv. 5	130	Poison	29	(No Element)	0	10	Blue	Blue	Blue
629	Royal Axe Lv. 6	140	Poison	30	(No Element)	0	10	Blue	Blue	White
630	Royal Axe Lv. 7	150	Poison	31	(No Element)	0	10	Blue	Blue	White
631	Royal Axe Lv. 8	160	Poison	32	(No Element)	0	10	Blue	White	White
632	Royal Axe Lv. 9	180	Poison	33	(No Element)	0	10	Blue	White	White
633	Dreadqueen Axe Lv. 10	190	Poison	34	(No Element)	0	10	Blue	White	White
634	Dreadqueen Axe Lv. 11	230	Poison	36	(No Element)	0	10	Blue	White	White
635	Dreadqueen Axe Lv. 12	250	Poison	37	(No Element)	0	10	White	White	White
636	Dreadqueen Axe Lv. 13	260	Poison	38	(No Element)	0	10	White	White	White
637	Dreadqueen Axe Lv. 14	280	Poison	39	(No Element)	0	10	Purple	Purple	Purple
638	Dreadqueen Cleaver Lv. 15	290	Poison	40	(No Element)	0	10	Purple	Purple	Purple
639	Pierce Axe Lv. 1	130	(No Element)	0	SA - Exhaust	9	5	Green	Green	Blue
640	Pierce Axe Lv. 2	140	(No Element)	0	SA - Exhaust	10	5	Green	Blue	Blue
641	Pierce Axe Lv. 3	150	(No Element)	0	SA - Exhaust	11	5	Green	Blue	Blue
642	Pierce Axe Lv. 4	160	(No Element)	0	SA - Exhaust	12	5	Green	Blue	Blue
643	Pierce Axe Lv. 5	170	(No Element)	0	SA - Exhaust	13	5	Blue	Blue	Blue
644	Pierce Axe Lv. 6	180	(No Element)	0	SA - Exhaust	14	5	Blue	Blue	White
645	Pierce Axe Lv. 7	190	(No Element)	0	SA - Exhaust	15	5	Blue	Blue	White
646	Pierce Axe Lv. 8	200	(No Element)	0	SA - Exhaust	16	5	Blue	Blue	White
647	Pierce Axe Lv. 9	210	(No Element)	0	SA - Exhaust	17	5	Blue	Blue	White
648	Drilltusk Axe Lv. 10	220	(No Element)	0	SA - Exhaust	18	5	Blue	White	White
649	Drilltusk Axe Lv. 11	240	(No Element)	0	SA - Exhaust	20	5	Blue	White	White
650	Drilltusk Axe Lv. 12	250	(No Element)	0	SA - Exhaust	21	5	White	White	White
651	Drilltusk Axe Lv. 13	290	(No Element)	0	SA - Exhaust	22	5	White	White	White
652	Drilltusk Axe Lv. 14	310	(No Element)	0	SA - Exhaust	23	5	White	White	Purple
653	Tetsucabra Axe Lv. 15	340	(No Element)	0	SA - Exhaust	24	5	White	Purple	Purple
654	Nightfall Axe Lv. 1	140	(No Element)	0	(No Element)	0	10	White	White	White
655	Nightfall Axe Lv. 2	140	(No Element)	0	(No Element)	0	10	White	White	White
656	Nightfall Axe Lv. 3	150	(No Element)	0	(No Element)	0	10	White	White	White
657	Nightfall Axe Lv. 4	160	(No Element)	0	(No Element)	0	10	White	White	White
658	Nightfall Axe Lv. 5	160	(No Element)	0	(No Element)	0	10	White	White	White
659	Nightfall Axe Lv. 6	170	(No Element)	0	(No Element)	0	10	White	White	White
660	Nightfall Axe Lv. 7	180	(No Element)	0	(No Element)	0	10	White	White	White
661	Nightfall Axe Lv. 8	180	(No Element)	0	(No Element)	0	10	White	White	White
662	Nightfall Axe Lv. 9	190	(No Element)	0	(No Element)	0	10	White	White	White
663	Silverwind Axe Lv. 10	190	(No Element)	0	(No Element)	0	15	White	White	White
664	Silverwind Axe Lv. 11	220	(No Element)	0	(No Element)	0	15	Purple	Purple	Purple
665	Silverwind Axe Lv. 12	240	(No Element)	0	(No Element)	0	15	Purple	Purple	Purple
666	Silverwind Axe Lv. 13	260	(No Element)	0	(No Element)	0	20	Purple	Purple	Purple
667	Silverwind Axe Lv. 14	280	(No Element)	0	(No Element)	0	20	Purple	Purple	Purple
668	Daybreak Axe Lv. 15	290	(No Element)	0	(No Element)	0	20	Purple	Purple	Purple
669	Geode Axe Lv. 1	150	(No Element)	0	(No Element)	0	5	Green	Green	Blue
670	Geode Axe Lv. 2	150	(No Element)	0	(No Element)	0	5	Green	Green	Blue
671	Geode Axe Lv. 3	160	(No Element)	0	(No Element)	0	5	Green	Green	Blue
672	Geode Axe Lv. 4	170	(No Element)	0	(No Element)	0	5	Green	Green	Blue
673	Geode Axe Lv. 5	180	(No Element)	0	(No Element)	0	5	Green	Green	Blue
674	Geode Axe Lv. 6	180	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
675	Geode Axe Lv. 7	190	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
676	Geode Axe Lv. 8	200	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
677	Geode Axe Lv. 9	210	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
678	Crystalbeard Axe Lv. 10	220	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
679	Crystalbeard Axe Lv. 11	300	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
680	Crystalbeard Axe Lv. 12	330	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
681	Crystalbeard Axe Lv. 13	340	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
682	Crystalbeard Axe Lv. 14	360	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
683	Diamante Axe Lv. 15	370	(No Element)	0	(No Element)	0	5	Green	Blue	Blue
684	Tomb Axe Lv. 1	170	Fire	23	(No Element)	0	5	Green	Blue	Blue
685	Tomb Axe Lv. 2	170	Fire	24	(No Element)	0	5	Green	Blue	Blue
686	Tomb Axe Lv. 3	170	Fire	25	(No Element)	0	5	Green	Blue	Blue
687	Tomb Axe Lv. 4	180	Fire	26	(No Element)	0	5	Green	Blue	Blue
688	Tomb Axe Lv. 5	180	Fire	27	(No Element)	0	5	Blue	White	White
689	Tomb Axe Lv. 6	180	Fire	28	(No Element)	0	5	Blue	White	White
690	Tomb Axe Lv. 7	190	Fire	29	(No Element)	0	5	Blue	White	White
691	Tomb Axe Lv. 8	190	Fire	30	(No Element)	0	5	Blue	White	White
692	Tomb Axe Lv. 9	190	Fire	31	(No Element)	0	5	Blue	White	White
693	Dreadking Axe Lv. 10	200	Fire	32	(No Element)	0	5	Blue	White	White
694	Dreadking Axe Lv. 11	240	Fire	34	(No Element)	0	10	White	White	White
695	Dreadking Axe Lv. 12	260	Fire	35	(No Element)	0	10	White	White	White
696	Dreadking Axe Lv. 13	270	Fire	36	(No Element)	0	10	White	White	White
697	Dreadking Axe Lv. 14	290	Fire	37	(No Element)	0	10	White	White	White
698	Firewaltz Axe Lv. 15	300	Fire	38	(No Element)	0	10	White	Purple	Purple
699	Raiden Axe Lv. 1	160	Thunder	23	(No Element)	0	10	Green	Blue	Blue
700	Raiden Axe Lv. 2	160	Thunder	24	(No Element)	0	10	Green	Blue	Blue
701	Raiden Axe Lv. 3	160	Thunder	25	(No Element)	0	10	Green	Blue	Blue
702	Raiden Axe Lv. 4	170	Thunder	26	(No Element)	0	10	Green	Blue	Blue
703	Raiden Axe Lv. 5	170	Thunder	27	(No Element)	0	10	Blue	White	White
704	Raiden Axe Lv. 6	170	Thunder	28	(No Element)	0	10	Blue	White	White
705	Raiden Axe Lv. 7	180	Thunder	29	(No Element)	0	10	Blue	White	White
706	Raiden Axe Lv. 8	180	Thunder	30	(No Element)	0	10	Blue	White	White
707	Raiden Axe Lv. 9	180	Thunder	31	(No Element)	0	10	Blue	White	White
708	Thunderlord Axe Lv. 10	190	Thunder	32	(No Element)	0	10	Blue	White	White
709	Thunderlord Axe Lv. 11	250	Thunder	36	(No Element)	0	10	White	White	White
710	Thunderlord Axe Lv. 12	260	Thunder	37	(No Element)	0	10	White	White	White
711	Thunderlord Axe Lv. 13	270	Thunder	38	(No Element)	0	10	White	White	White
712	Thunderlord Axe Lv. 14	290	Thunder	39	(No Element)	0	10	White	White	White
713	Thunderlord Shocker Lv. 15	300	Thunder	40	(No Element)	0	10	White	Purple	Purple
714	Seize Axe Lv. 1	170	(No Element)	0	SA - Dragon	7	10	White	White	White
715	Seize Axe Lv. 2	170	(No Element)	0	SA - Dragon	8	10	White	White	White
716	Seize Axe Lv. 3	170	(No Element)	0	SA - Dragon	9	10	White	White	White
717	Seize Axe Lv. 4	180	(No Element)	0	SA - Dragon	10	10	White	White	White
718	Seize Axe Lv. 5	180	(No Element)	0	SA - Dragon	11	10	White	White	White
719	Seize Axe Lv. 6	180	(No Element)	0	SA - Dragon	12	10	White	White	White
720	Seize Axe Lv. 7	190	(No Element)	0	SA - Dragon	13	10	White	White	White
721	Seize Axe Lv. 8	190	(No Element)	0	SA - Dragon	14	10	White	White	White
722	Seize Axe Lv. 9	190	(No Element)	0	SA - Dragon	15	10	White	White	White
723	Grimclaw Axe Lv. 10	200	(No Element)	0	SA - Dragon	16	10	White	White	White
724	Grimclaw Axe Lv. 11	270	(No Element)	0	SA - Dragon	18	10	White	White	White
725	Grimclaw Axe Lv. 12	280	(No Element)	0	SA - Dragon	19	10	White	White	White
726	Grimclaw Axe Lv. 13	290	(No Element)	0	SA - Dragon	20	10	Purple	Purple	Purple
727	Grimclaw Axe Lv. 14	300	(No Element)	0	SA - Dragon	21	10	Purple	Purple	Purple
728	Grimclaw Chopper Lv. 15	310	(No Element)	0	SA - Dragon	22	10	Purple	Purple	Purple
729	Magma Axe Lv. 1	170	Blast	21	(No Element)	0	5	Blue	Blue	Blue
730	Magma Axe Lv. 2	170	Blast	22	(No Element)	0	5	Blue	Blue	Blue
731	Magma Axe Lv. 3	170	Blast	23	(No Element)	0	5	Blue	Blue	Blue
732	Magma Axe Lv. 4	180	Blast	24	(No Element)	0	5	Blue	Blue	Blue
733	Magma Axe Lv. 5	180	Blast	25	(No Element)	0	5	Blue	Blue	Blue
734	Magma Axe Lv. 6	180	Blast	26	(No Element)	0	5	Blue	Blue	White
735	Magma Axe Lv. 7	190	Blast	27	(No Element)	0	5	White	White	White
736	Magma Axe Lv. 8	190	Blast	28	(No Element)	0	5	White	White	White
737	Magma Axe Lv. 9	190	Blast	29	(No Element)	0	5	White	White	White
738	Hellblade Axe Lv. 10	200	Blast	30	(No Element)	0	5	White	White	White
739	Hellblade Axe Lv. 11	260	Blast	31	(No Element)	0	5	Purple	Purple	Purple
740	Hellblade Axe Lv. 12	270	Blast	32	(No Element)	0	5	Purple	Purple	Purple
741	Hellblade Axe Lv. 13	280	Blast	33	(No Element)	0	5	Purple	Purple	Purple
742	Hellblade Axe Lv. 14	290	Blast	34	(No Element)	0	5	Purple	Purple	Purple
743	Glaverno Axe Lv. 15	300	Blast	35	(No Element)	0	5	Purple	Purple	Purple
744	Cloaked Kaleidos Lv. 1	260	Sleep	14	(No Element)	0	5	Blue	Blue	White
745	Cloaked Kaleidos Lv. 2	270	Sleep	15	(No Element)	0	5	Blue	White	White
746	Cloaked Somnolus Lv. 3	310	Sleep	16	(No Element)	0	10	Blue	White	White
747	Cloaked Somnolus Lv. 4	320	Sleep	17	(No Element)	0	10	Blue	White	White
748	Cloaked Somnolence Lv. 5	330	Sleep	18	(No Element)	0	10	Blue	White	White
749	Deep Yearning Lv. 1	240	Water	24	(No Element)	0	15	White	White	White
750	Deep Yearning Lv. 2	260	Water	25	(No Element)	0	15	White	White	White
751	Lanternlight Banner Lv. 3	280	Water	26	(No Element)	0	15	White	White	White
752	Lanternlight Banner Lv. 4	300	Water	27	(No Element)	0	20	White	White	Purple
753	Lanternlight Grave Lv. 5	310	Water	28	(No Element)	0	20	White	Purple	Purple
754	Zephra Axe Lv. 1	230	Thunder	15	(No Element)	0	30	Purple	Purple	Purple
755	Zephra Axe Lv. 2	240	Thunder	16	(No Element)	0	30	Purple	Purple	Purple
756	Zephra Halberd Lv. 3	250	Thunder	17	(No Element)	0	35	Purple	Purple	Purple
757	Zephra Halberd Lv. 4	270	Thunder	18	(No Element)	0	35	Purple	Purple	Purple
758	Zilvolt Axe Lv. 5	280	Thunder	19	(No Element)	0	40	Purple	Purple	Purple
759	Elderfrost Switch Axe Lv. 1	330	Ice	16	(No Element)	0	5	Green	Green	Blue
760	Elderfrost Switch Axe Lv. 2	340	Ice	17	(No Element)	0	5	Green	Blue	Blue
761	Elderfrost Gasher Lv. 3	350	Ice	18	(No Element)	0	5	Green	Blue	Blue
762	Elderfrost Gasher Lv. 4	360	Ice	19	(No Element)	0	5	Green	Blue	White
763	Elderfrost Unleasher Lv. 5	370	Ice	20	(No Element)	0	5	Green	Blue	White
764	Massacre Hatchet Lv. 1	330	(No Element)	0	SA - Exhaust	8	-30	White	White	White
765	Massacre Hatchet Lv. 2	340	(No Element)	0	SA - Exhaust	9	-30	White	White	White
766	Massacre Axe Lv. 3	350	(No Element)	0	SA - Exhaust	10	-30	White	White	White
767	Massacre Axe Lv. 4	360	(No Element)	0	SA - Exhaust	11	-30	White	White	White
768	Scipio Lv. 5	370	(No Element)	0	SA - Exhaust	12	-30	White	Purple	Purple
